,TimeSpent,PagesViewed,LeadStatus,EmailSent,LeadSource,PaymentHistory,Converted
223,56,8.0,2,1,7,0,0
224,55,2.0,2,1,7,1,0
225,5,5.0,3,1,1,1,0
226,32,6.0,1,1,3,1,0
227,42,7.0,1,1,3,1,0
228,21,10.0,3,1,2,0,0
229,9,14.0,1,1,1,1,0
230,41,15.0,1,1,8,1,0
231,44,10.0,2,1,1,0,0
232,39,7.0,3,1,7,1,0
233,35,13.0,2,1,3,0,1
234,57,6.0,3,1,7,0,0
235,59,2.0,2,1,2,1,0
236,14,10.0,3,1,7,0,0
237,42,9.0,1,1,7,0,0
238,46,3.0,2,1,3,1,0
239,56,10.0,2,1,2,0,0
240,33,11.0,3,1,1,1,0
241,17,3.0,2,1,1,0,0
242,37,5.0,1,1,8,0,0
243,11,12.0,3,1,1,1,0
244,19,3.0,1,1,3,0,0
245,35,5.0,1,1,7,0,0
246,39,6.0,1,1,2,1,0
247,8,14.0,1,1,1,1,0
248,41,11.0,3,1,3,1,0
249,8,12.0,1,0,8,0,0
250,32,12.0,2,1,7,0,0
251,43,9.0,2,1,3,1,0
252,38,6.0,1,1,8,0,0
253,42,15.0,3,1,1,0,0
254,24,13.0,2,1,2,1,0
255,12,13.0,1,1,2,0,0
256,16,12.0,3,0,8,0,0
257,40,6.0,2,1,1,0,0
258,49,12.0,2,1,8,0,0
259,21,13.0,1,1,8,0,0
260,55,12.0,1,1,3,0,0
261,27,6.0,3,1,3,1,0
262,51,15.0,3,1,3,0,0
263,30,13.0,2,1,7,0,0
264,48,3.0,3,1,2,1,0
265,18,13.0,3,1,8,0,0
266,26,14.0,1,1,8,0,0
267,45,11.0,3,1,2,0,0
268,48,12.0,1,1,2,0,0
269,23,5.0,1,1,2,0,0
270,6,10.0,2,1,1,1,0
271,49,10.0,3,1,1,0,0
272,51,4.0,2,1,8,0,0
273,15,15.0,3,1,1,0,0
274,26,5.0,1,1,8,1,0
275,29,10.0,2,1,3,0,0
276,22,8.0,2,1,2,1,0
277,24,13.0,1,1,2,1,0
278,6,10.0,1,1,1,0,0
279,24,4.0,2,1,3,0,0
280,9,7.0,3,1,3,1,0
281,7,3.0,1,1,7,0,0
282,60,5.0,1,1,1,0,0
283,25,12.0,2,1,8,1,0
284,5,14.0,1,1,1,1,0
285,35,12.0,3,1,1,1,0
286,50,15.0,1,1,8,1,0
287,11,14.0,2,1,2,0,0
288,18,13.0,2,1,3,1,0
289,16,7.0,2,1,2,1,0
290,29,2.0,3,0,8,1,0
291,19,8.0,3,1,8,1,0
292,15,7.0,2,1,8,0,0
293,37,15.0,3,1,2,1,0
294,42,14.0,2,1,2,0,0
295,51,3.0,1,1,2,0,0
296,59,2.0,1,1,7,1,0
297,12,9.0,2,1,1,1,0
298,18,5.0,3,1,3,0,0
299,10,10.0,1,1,8,1,0
300,25,8.0,3,1,3,0,0
301,43,2.0,1,1,1,0,0
302,46,12.0,1,1,8,1,0
303,37,7.0,3,1,3,0,0
304,5,14.0,3,1,1,0,0
305,30,7.0,2,1,7,0,0
306,34,3.0,3,1,7,1,0
307,60,9.0,1,1,1,0,0
308,52,15.0,2,1,1,1,0
309,41,10.0,1,1,2,1,0
310,8,9.0,1,1,1,0,0
311,34,7.0,3,1,7,0,0
312,6,12.0,2,1,1,0,0
313,47,13.0,3,1,2,1,0
314,30,10.0,3,1,3,1,0
315,20,4.0,3,1,8,0,0
316,41,4.0,1,1,8,0,0
317,20,15.0,2,1,8,1,0
318,24,8.0,3,1,3,0,0
319,40,3.0,2,1,7,0,0
320,53,4.0,1,0,1,0,0
321,25,4.0,2,1,7,0,0
322,45,10.0,1,1,7,1,0
323,7,8.0,2,1,2,0,0
324,30,4.0,1,1,1,0,0
325,17,9.0,3,1,8,1,0
326,36,5.0,1,1,3,1,0
327,45,11.0,1,1,3,1,0
328,38,7.0,3,1,2,1,0
329,5,13.0,3,1,2,1,0
330,14,6.0,1,1,3,0,0
331,53,10.0,1,1,1,0,0
332,15,15.0,2,1,1,0,0
333,55,11.0,2,1,7,1,0
334,9,12.0,2,1,1,0,0
335,57,14.0,2,1,1,1,0
336,35,15.0,3,1,2,1,0
337,29,8.0,3,0,7,0,0
338,38,9.0,1,0,3,1,0
339,41,14.0,2,1,3,0,0
340,11,15.0,3,1,8,0,0
341,43,6.0,3,1,1,0,0
342,20,2.0,2,1,2,0,0
343,55,3.0,2,1,2,1,0
344,23,10.0,3,1,3,1,0
345,53,12.0,3,1,8,0,0
346,28,5.0,2,1,2,1,0
347,6,7.0,2,1,7,0,0
348,7,15.0,3,1,7,1,0
349,31,4.0,1,1,7,0,0
350,43,7.0,2,1,8,0,0
351,19,5.0,3,1,7,1,0
352,46,2.0,1,1,1,0,0
353,5,4.0,1,1,1,1,0
354,49,15.0,3,1,3,0,0
355,45,3.0,2,1,3,0,0
356,19,9.0,1,1,1,1,0
357,5,8.0,3,1,1,0,0
358,38,9.0,3,1,1,0,0
359,56,3.0,1,1,8,1,0
360,44,7.0,3,1,3,1,0
361,44,14.0,2,1,1,1,0
362,49,3.0,2,1,8,0,0
363,53,7.0,2,1,1,0,0
364,34,11.0,3,1,3,1,0
365,56,8.0,2,1,3,1,0
366,14,5.0,2,1,2,0,0
367,58,13.0,1,1,7,1,0
368,32,6.0,1,1,3,0,0
369,8,13.0,2,1,7,0,0
370,25,11.0,1,1,2,1,0
371,54,5.0,2,1,3,0,0
372,44,6.0,2,1,7,1,0
373,13,13.0,3,1,1,1,0
374,44,10.0,1,1,1,1,0
375,46,3.0,1,1,8,0,0
376,34,10.0,1,1,2,0,0
377,28,3.0,2,1,7,0,0
378,39,15.0,1,1,3,0,0
379,27,3.0,3,1,3,0,0
380,16,5.0,1,0,7,0,0
381,22,15.0,1,1,3,0,0
382,33,12.0,2,1,2,0,0
383,18,9.0,1,1,1,0,0
384,10,10.0,3,1,7,0,0
385,9,15.0,1,1,3,0,0
386,38,12.0,2,1,8,0,0
387,7,3.0,1,1,1,1,0
388,53,9.0,3,1,7,0,0
389,44,6.0,3,1,7,1,0
390,15,8.0,3,1,8,0,0
391,27,14.0,2,1,1,0,0
392,59,9.0,2,1,2,0,0
393,38,11.0,3,0,8,1,0
394,7,5.0,3,1,1,1,0
395,27,2.0,3,1,7,1,0
396,59,6.0,3,1,3,1,0
397,15,11.0,3,0,2,1,0
398,39,5.0,3,0,1,0,0
399,22,10.0,2,1,2,1,0
400,11,15.0,2,0,1,0,0
401,58,14.0,2,1,3,1,0
402,25,9.0,2,1,7,1,0
403,26,15.0,3,1,3,1,0
404,30,3.0,3,1,1,1,0
405,40,13.0,2,1,7,0,0
406,38,12.0,2,1,2,1,0
407,53,6.0,1,1,2,0,0
408,7,2.0,1,0,1,0,0
409,17,5.0,1,1,3,0,0
410,11,6.0,1,1,8,1,0
411,46,3.0,3,1,8,0,0
412,49,8.0,2,1,2,1,0
413,23,15.0,1,1,1,0,0
414,10,4.0,3,1,8,0,0
415,18,15.0,3,1,1,1,0
416,11,6.0,1,1,1,1,0
417,51,4.0,2,1,3,0,0
418,21,6.0,1,1,2,1,0
419,51,6.0,1,1,1,0,0
420,17,9.0,2,1,7,1,0
421,10,13.0,2,1,1,0,0
422,29,8.0,3,1,8,1,0
423,15,14.0,1,1,2,0,0
424,35,9.0,2,0,7,1,0
425,54,5.0,3,1,2,0,0
426,44,12.0,3,1,8,0,0
427,30,9.0,1,1,7,1,0
428,5,13.0,3,1,2,1,0
429,28,2.0,3,1,3,1,0
430,6,3.0,2,0,8,1,0
431,9,6.0,2,1,1,1,0
432,36,5.0,2,1,8,1,0
433,48,10.0,2,1,2,0,0
434,51,6.0,2,1,8,1,0
435,50,10.0,2,1,3,1,0
436,8,9.0,2,1,8,0,0
437,22,4.0,3,1,2,1,0
438,32,4.0,3,1,1,1,0
439,13,15.0,3,1,2,0,0
440,28,13.0,1,1,7,1,0
441,41,6.0,1,1,2,1,0
442,30,10.0,3,1,3,0,0
443,17,11.0,1,1,3,0,0
444,36,7.0,1,1,2,0,0
445,53,12.0,2,1,3,1,0
446,35,13.0,3,1,2,0,0
447,58,5.0,2,1,1,1,0
448,59,3.0,1,1,8,1,0
449,26,8.0,1,1,7,0,0
450,26,6.0,1,1,3,1,0
451,13,9.0,3,1,3,1,0
452,41,3.0,1,1,2,1,0
453,55,8.0,3,1,2,1,0
454,43,2.0,2,1,3,0,0
455,46,10.0,1,1,8,0,0
456,19,5.0,3,1,2,0,0
457,37,15.0,2,1,3,1,0
458,15,11.0,2,1,7,1,0
459,58,10.0,1,1,7,0,0
460,8,10.0,1,1,7,1,0
461,56,12.0,2,1,2,1,0
462,42,9.0,3,1,3,0,0
463,6,15.0,1,1,8,0,0
464,11,3.0,3,1,8,1,0
465,33,13.0,1,1,3,0,0
466,8,4.0,1,1,2,0,0
467,34,12.0,1,1,2,1,0
468,21,7.0,1,0,2,1,0
469,20,4.0,1,1,1,0,0
470,11,6.0,2,1,8,1,0
471,15,7.0,2,1,3,0,0
472,11,5.0,2,1,3,0,0
473,21,3.0,2,1,7,1,0
474,58,8.0,3,1,3,0,0
475,24,11.0,3,0,1,1,0
476,60,8.0,2,1,1,0,0
477,49,9.0,2,1,2,0,0
478,38,8.0,2,1,7,1,0
479,25,5.0,1,1,2,0,0
480,35,4.0,1,1,8,0,0
481,24,12.0,3,1,2,0,0
482,5,10.0,2,1,2,1,0
483,17,12.0,3,1,7,1,0
484,50,8.0,1,1,3,1,0
485,16,4.0,3,1,2,1,0
486,34,6.0,3,1,8,0,0
487,45,6.0,1,1,7,0,0
488,13,12.0,1,1,1,1,0
489,51,11.0,3,1,2,1,0
490,56,4.0,1,0,3,0,0
491,36,12.0,1,1,7,1,0
492,20,7.0,3,1,3,0,0
493,23,3.0,2,0,1,0,0
494,26,5.0,2,1,3,1,0
495,13,8.0,3,1,7,1,0
496,54,3.0,3,1,3,0,0
497,49,8.0,2,1,1,0,0
498,5,10.0,3,1,7,1,0
499,13,14.0,1,1,7,1,0
500,38,2.0,2,1,3,0,0
501,51,12.0,2,1,8,0,0
502,48,4.0,3,1,8,1,0
503,11,14.0,2,1,2,0,0
504,57,9.0,3,1,2,0,0
505,52,3.0,2,1,2,0,0
506,23,2.0,1,1,1,1,0
507,31,3.0,3,1,8,1,0
508,40,13.0,3,1,3,1,0
509,51,4.0,3,0,8,0,0
510,36,11.0,1,1,8,1,0
511,35,10.0,3,1,3,0,0
512,56,11.0,3,1,3,0,0
513,46,9.0,1,1,2,0,0
514,11,4.0,1,1,1,0,0
515,27,2.0,1,1,1,0,0
516,21,4.0,1,1,3,0,0
517,33,4.0,3,1,7,1,0
518,23,6.0,1,1,3,0,0
519,41,9.0,1,0,3,0,0
520,30,4.0,1,1,1,0,0
521,13,3.0,1,1,7,0,0
522,51,8.0,2,1,3,1,0
523,16,6.0,2,1,7,0,0
524,44,12.0,2,1,8,0,0
525,22,14.0,2,1,1,0,0
526,9,7.0,1,1,8,0,0
527,51,10.0,3,1,7,0,0
528,45,2.0,2,1,1,1,0
529,13,13.0,3,1,3,0,0
530,36,8.0,3,0,3,1,0
531,37,7.0,2,1,1,1,0
532,15,2.0,3,1,1,1,0
533,41,7.0,3,1,1,0,0
534,36,14.0,2,1,8,0,0
535,25,12.0,3,1,1,0,0
536,5,4.0,2,1,8,1,0
537,7,9.0,1,1,7,0,0
538,33,7.0,3,1,8,1,0
539,12,15.0,2,1,1,0,0
540,59,14.0,2,1,1,1,0
541,55,5.0,2,1,3,0,0
542,57,11.0,1,1,7,0,0
543,47,11.0,1,1,1,0,0
544,29,11.0,2,1,8,1,0
545,30,2.0,3,1,8,0,0
546,34,4.0,1,1,8,1,0
547,19,12.0,1,1,2,0,0
548,18,15.0,3,1,3,0,0
549,48,10.0,2,1,8,1,0
550,57,13.0,3,1,1,1,0
551,22,12.0,1,1,7,0,0
552,54,3.0,3,1,3,0,0
553,40,8.0,1,1,1,1,0
554,8,3.0,3,1,3,0,0
555,55,3.0,2,0,1,0,0
556,8,2.0,2,1,1,1,0
557,35,11.0,3,1,1,1,0
558,40,13.0,1,1,8,1,1
559,60,11.0,2,1,8,1,0
560,33,3.0,3,1,7,0,0
561,28,4.0,2,0,3,0,0
562,38,4.0,2,1,8,1,0
563,56,13.0,1,1,7,1,0
564,14,5.0,1,1,8,1,0
565,25,7.0,3,1,8,0,0
566,37,6.0,1,1,8,1,0
567,30,11.0,3,0,8,0,0
568,8,15.0,3,1,2,1,0
569,31,9.0,3,0,3,1,0
570,48,7.0,3,1,7,0,0
571,40,3.0,1,1,2,1,0
572,45,4.0,3,1,1,1,0
573,38,13.0,2,1,2,1,0
574,9,11.0,3,1,1,0,0
575,7,13.0,3,1,1,1,0
576,19,14.0,3,1,1,1,0
577,26,15.0,1,1,7,0,1
578,31,2.0,2,1,2,1,0
579,52,11.0,2,1,3,0,0
580,44,4.0,1,1,8,0,0
581,29,11.0,3,1,3,0,0
582,42,9.0,2,1,2,0,0
583,59,5.0,2,0,1,1,0
584,32,12.0,1,1,3,0,0
585,60,2.0,1,1,2,1,0
586,41,9.0,3,1,1,0,0
587,16,2.0,3,1,1,1,0
588,27,7.0,1,1,8,1,0
589,12,9.0,1,1,8,0,0
590,30,8.0,1,1,8,1,0
591,40,9.0,1,1,3,1,0
592,52,13.0,1,1,3,1,0
593,26,10.0,2,1,3,1,0
594,43,12.0,3,1,3,0,0
595,9,8.0,3,0,2,1,0
596,41,7.0,3,1,1,1,0
597,38,4.0,2,1,1,1,0
598,18,11.0,2,0,8,0,0
599,58,12.0,1,1,2,1,0
600,51,2.0,1,0,8,0,0
601,24,10.0,3,1,3,0,0
602,44,12.0,3,1,3,0,0
603,5,10.0,1,1,1,0,0
604,27,2.0,2,1,8,0,0
605,47,6.0,1,1,3,1,0
606,46,13.0,3,1,3,1,0
607,18,7.0,2,1,3,0,0
608,51,2.0,3,1,7,1,0
609,51,7.0,2,1,1,0,0
610,21,2.0,1,1,2,1,0
611,32,12.0,2,1,8,0,0
612,46,9.0,1,1,1,1,0
613,51,2.0,1,1,1,0,0
614,51,3.0,2,1,3,1,0
615,7,8.0,1,1,2,0,0
616,6,12.0,2,1,2,0,0
617,29,8.0,2,1,1,0,0
618,26,10.0,1,1,2,1,0
619,32,8.0,3,1,7,0,0
620,5,10.0,3,1,3,0,0
621,35,4.0,2,1,1,0,0
622,29,5.0,2,1,2,1,0
623,51,14.0,1,1,7,0,0
624,5,4.0,1,1,7,0,0
625,8,7.0,2,1,2,1,0
626,58,12.0,3,1,1,1,0
627,46,8.0,3,1,8,0,0
628,23,12.0,1,1,1,0,0
629,34,10.0,1,1,3,1,0
630,22,10.0,1,1,2,0,0
631,45,6.0,2,1,8,0,0
632,35,4.0,3,1,8,0,0
633,7,6.0,1,0,8,0,0
634,24,7.0,1,1,2,0,0
635,44,11.0,1,1,8,1,0
636,56,8.0,3,1,7,0,0
637,47,12.0,2,1,1,1,0
638,60,9.0,3,1,3,0,0
639,50,13.0,3,1,3,0,0
640,58,10.0,1,1,1,1,0
641,23,9.0,3,0,8,0,0
642,21,10.0,3,1,2,0,0
643,60,8.0,1,1,2,1,0
644,9,10.0,3,1,7,0,0
645,16,11.0,2,1,7,1,0
646,10,15.0,1,1,8,1,0
647,44,6.0,3,1,7,0,0
648,51,14.0,2,1,2,1,0
649,59,6.0,3,1,8,0,0
650,25,9.0,1,1,1,0,0
651,21,6.0,3,1,7,0,0
652,60,4.0,3,1,8,0,0
653,43,3.0,1,1,7,0,0
654,21,13.0,3,1,2,0,1
655,50,9.0,1,1,7,0,0
656,22,8.0,1,1,3,1,0
657,58,4.0,3,1,3,0,0
658,34,4.0,2,1,7,1,0
659,16,14.0,1,1,2,1,0
660,59,14.0,2,1,8,1,0
661,17,12.0,2,1,3,0,0
662,38,10.0,1,1,2,0,0
663,35,6.0,2,1,2,1,0
664,58,7.0,1,1,8,0,0
665,22,11.0,1,1,7,1,0
666,8,12.0,3,1,2,1,0
667,35,11.0,3,0,7,0,0
668,49,11.0,3,1,3,1,0
669,30,12.0,1,1,1,1,0
670,49,10.0,1,1,2,1,0
671,21,8.0,3,1,7,0,0
672,18,3.0,1,1,1,1,0
673,9,13.0,1,1,7,1,0
674,36,4.0,1,1,3,1,0
675,11,13.0,2,1,7,1,0
676,6,14.0,2,0,3,0,0
677,43,12.0,3,1,3,0,0
678,48,11.0,1,1,2,0,0
679,26,5.0,3,1,2,1,0
680,17,6.0,3,1,7,1,0
681,46,15.0,1,1,8,1,0
682,28,15.0,2,1,2,0,0
683,40,5.0,1,0,3,0,0
684,30,9.0,2,1,8,1,0
685,40,5.0,2,1,2,1,0
686,37,10.0,1,1,1,1,0
687,46,6.0,1,1,8,0,0
688,36,2.0,1,1,2,0,0
689,60,3.0,3,1,2,0,0
690,5,10.0,2,1,2,1,0
691,58,10.0,1,1,3,0,0
692,9,3.0,1,1,8,0,0
693,22,2.0,1,1,1,1,0
694,10,6.0,2,0,2,0,0
695,17,15.0,1,1,1,0,0
696,50,10.0,2,1,3,1,0
697,43,14.0,1,1,1,0,0
698,6,4.0,1,1,3,1,0
699,11,6.0,2,0,1,1,0
700,21,3.0,3,1,7,0,0
701,46,9.0,2,1,2,1,0
702,6,12.0,1,1,2,0,0
703,30,6.0,3,1,2,1,0
704,51,7.0,2,1,2,0,0
705,11,11.0,2,1,3,1,0
706,59,11.0,3,1,7,1,0
707,44,14.0,2,1,8,0,0
708,40,4.0,3,1,8,1,0
709,41,6.0,2,1,7,1,0
710,27,13.0,2,1,7,1,0
711,30,10.0,2,1,2,0,0
712,8,11.0,2,1,3,1,0
713,37,12.0,1,1,1,0,0
714,5,8.0,2,1,1,0,0
715,44,2.0,1,1,1,1,0
716,5,4.0,3,1,3,1,0
717,29,10.0,3,1,2,0,0
718,45,9.0,2,1,7,0,0
719,6,6.0,2,1,2,1,0
720,12,6.0,3,1,3,0,0
721,17,5.0,1,1,2,0,0
722,21,9.0,2,1,2,1,0
723,15,11.0,2,0,3,0,0
724,18,9.0,1,1,2,1,0
725,58,15.0,2,1,3,0,0
726,7,7.0,3,1,8,1,0
727,58,10.0,2,1,2,0,0
728,31,10.0,2,1,8,1,0
729,33,10.0,2,1,1,1,0
730,25,12.0,1,1,7,0,0
731,25,10.0,3,1,2,1,0
732,8,3.0,1,1,1,0,0
733,39,12.0,3,0,8,0,0
734,36,15.0,2,1,7,0,0
735,40,3.0,3,1,2,0,0
736,38,3.0,3,1,8,1,0
737,15,15.0,3,1,7,1,0
738,39,7.0,3,1,1,0,0
739,19,3.0,2,1,8,1,0
740,52,13.0,1,1,2,0,0
741,50,14.0,3,1,3,1,0
742,14,4.0,2,1,2,1,0
743,23,6.0,1,1,2,0,0
744,36,12.0,1,1,3,1,1
745,51,6.0,3,1,2,1,0
746,15,6.0,2,1,2,1,0
747,58,14.0,1,1,3,0,0
748,60,5.0,2,1,2,1,0
749,40,3.0,2,1,8,0,0
750,35,7.0,2,1,3,1,0
751,44,13.0,3,1,2,0,0
752,55,14.0,3,1,7,0,0
753,23,4.0,1,1,8,1,0
754,47,8.0,3,1,3,1,0
755,27,8.0,3,0,3,0,0
756,10,9.0,2,1,3,0,0
757,30,5.0,2,1,1,1,0
758,17,11.0,3,1,3,1,0
759,12,5.0,1,1,2,1,0
760,37,5.0,3,1,8,0,0
761,24,13.0,1,1,2,1,0
762,32,3.0,1,1,1,0,0
763,44,3.0,2,1,2,0,0
764,58,15.0,1,1,8,1,0
765,8,4.0,2,1,1,0,0
766,39,10.0,3,1,1,1,0
767,22,14.0,2,1,2,0,0
768,15,6.0,3,0,2,1,0
769,19,5.0,3,1,1,1,0
770,49,3.0,2,0,1,1,0
771,29,11.0,1,1,1,1,0
